Water Pump ID,Distance to Nearest Town,Population Served,Installation Year,Water Pump Age,GPS Coordinates,Functioning Status,Water Source Type_['Borehole'],Water Source Type_['Lake'],Water Source Type_['River'],Water Source Type_['Well'],Water Quality_['Clean'],Water Quality_['Contaminated'],Funder_['Oxfam'],Funder_['Red Cross'],Funder_['UNICEF'],Funder_['USAID'],Funder_['World Bank'],Payment Type_['Free'],Payment Type_['Pay per use'],Pump Type_['Hand Pump'],Pump Type_['Motorized Pump'],Pump Type_['Solar Pump']
195,0.674472530481491,1.4719758681151445,-0.9371616045811417,0.937161604581147,"(-22.591713724901155, 25.542621151307053)",1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
196,0.09432334535023841,-0.0010129525321847855,-0.25634910081502066,0.25634910081502593,"(-23.859853783551003, 22.335530034029986)",0,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
197,0.4569165860572713,2.208470278438809,-1.504505357719576,1.504505357719581,"(-22.699512400137774, 26.84636554506377)",1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
198,-1.2835309693364865,2.5767174836006417,-0.710224103325768,0.7102241033257732,"(-18.130575232077682, 20.69350004705552)",0,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
199,0.166841993491645,-1.1057545680176817,-0.48328660207039437,0.4832866020703996,"(-20.09002568135941, 25.184765811909347)",1,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
200,0.31187928977445817,-1.474001773179514,-1.504505357719576,1.504505357719581,"(-20.96567323881077, 21.419854020092355)",0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
201,-0.05071395093257474,0.7354814577914799,0.7648696548341609,-0.7648696548341556,"(-17.781486288539774, 20.084600126450145)",0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
202,1.54469630817837,0.7354814577914799,-0.48328660207039437,0.4832866020703996,"(-23.028055239155137, 22.334065457021552)",0,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
203,0.8195098267643042,-0.3692601576940171,-0.029411599559647,0.029411599559652238,"(-22.25569914077752, 22.974777783289497)",1,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
204,0.7469911786228977,0.36723425262964754,0.42446340295110035,-0.42446340295109514,"(-19.59919189863318, 19.814651096977098)",0,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
205,-0.4858258397810142,-0.7375073628558495,1.3322134079725951,-1.3322134079725898,"(-18.752542053613574, 23.914824268243976)",0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
206,-1.5010869137607064,1.4719758681151445,0.3109946523234135,-0.3109946523234083,"(-20.539590821274317, 23.537831605960623)",0,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
207,-0.9934563767708603,0.36723425262964754,1.1052759067172213,-1.1052759067172162,"(-20.964129853160223, 19.807587527262022)",0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
208,-1.356049617477893,-0.3692601576940171,-0.8236928539534549,0.8236928539534601,"(-22.543232802846173, 23.17643525325775)",0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False
209,0.4569165860572713,-0.0010129525321847855,0.651400904206474,-0.6514009042064688,"(-17.779288348599117, 24.218470760371584)",0,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False
4093,-1.0659750249122668,-1.1057545680176817,0.3109946523234135,-0.3109946523234083,"(-20.88065688644049, 24.890639790101154)",0,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
211,-0.5583444879224208,2.5767174836006417,0.42446340295110035,-0.42446340295109514,"(-22.721858843013063, 26.80839135806669)",1,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False
212,0.7469911786228977,-0.0010129525321847855,0.7648696548341609,-0.7648696548341556,"(-20.358693300464175, 23.777959405734116)",1,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False
213,0.8195098267643042,1.1037286629533123,-1.504505357719576,1.504505357719581,"(-21.09398726704247, 21.676205442730385)",1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
214,0.021804697208831835,-0.7375073628558495,-0.8236928539534549,0.8236928539534601,"(-22.679891480131804, 27.681643797308922)",0,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False
215,0.166841993491645,-0.7375073628558495,-1.2775678564642021,1.2775678564642075,"(-23.8463584903364, 25.602099226618527)",0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
4094,0.09432334535023841,1.8402230732769769,0.42446340295110035,-0.42446340295109514,"(-19.223450341480625, 23.14410767855128)",1,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False
216,-0.12323259907398132,1.4719758681151445,-1.7314428589749495,1.7314428589749549,"(-21.83084783863344, 25.697831404942196)",0,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
218,1.182103067471337,-1.1057545680176817,1.445682158600282,-1.4456821586002766,"(-21.194377645398923, 19.931561250262046)",0,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False
219,0.4569165860572713,-0.3692601576940171,1.1052759067172213,-1.1052759067172162,"(-20.775674740245258, 22.79937381953058)",1,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
220,1.0370657711885238,-0.0010129525321847855,-0.14288035018733383,0.14288035018733908,"(-21.198888532477735, 27.260701565220216)",1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
221,0.5294352341986779,0.7354814577914799,-0.48328660207039437,0.4832866020703996,"(-21.901979267465933, 24.17656657527911)",0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True
222,1.3271403637541501,0.36723425262964754,-0.9371616045811417,0.937161604581147,"(-20.511801320988756, 19.631778365992556)",1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
223,-1.2835309693364865,-0.0010129525321847855,0.5379321535787872,-0.537932153578782,"(-21.422537453656183, 28.090925619444636)",0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
224,1.182103067471337,-0.7375073628558495,1.2187446573449083,-1.218744657344903,"(-23.392877819229874, 24.943920796685557)",1,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
225,1.2546217156127437,0.36723425262964754,1.1052759067172213,-1.1052759067172162,"(-22.868595045295592, 20.66671278123138)",1,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
226,0.5294352341986779,0.7354814577914799,-0.14288035018733383,0.14288035018733908,"(-18.863286802620067, 19.645022410665877)",0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
228,2.197364141451029,-1.8422489783413465,0.5379321535787872,-0.537932153578782,"(-22.394883050921553, 21.507323665036722)",0,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
229,0.6019538823400844,0.7354814577914799,1.6726196598556555,-1.6726196598556504,"(-18.367994558128196, 21.41545920126981)",1,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
230,-0.12323259907398132,-0.0010129525321847855,0.5379321535787872,-0.537932153578782,"(-20.692955539618314, 26.846423718065083)",1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
231,-2.0087174507505523,-0.0010129525321847855,-0.14288035018733383,0.14288035018733908,"(-22.365330465127577, 19.373375435615625)",0,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
232,-0.9209377286294537,2.208470278438809,0.19752590169572667,-0.19752590169572143,"(-23.629004424241906, 19.94148648021657)",0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
233,0.166841993491645,1.8402230732769769,-1.2775678564642021,1.2775678564642075,"(-19.12409709769191, 19.478910242833766)",1,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True
234,-1.5010869137607064,0.7354814577914799,-0.48328660207039437,0.4832866020703996,"(-19.63630960839043, 21.88719781867449)",0,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
235,-1.356049617477893,1.8402230732769769,-1.7314428589749495,1.7314428589749549,"(-21.467521781014973, 23.110185905887054)",1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False
236,0.166841993491645,-1.1057545680176817,-0.029411599559647,0.029411599559652238,"(-20.948271881856698, 24.418335484270663)",1,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
238,0.166841993491645,-1.1057545680176817,-0.25634910081502066,0.25634910081502593,"(-18.84244325619924, 26.259284006574234)",1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False
239,0.674472530481491,-1.474001773179514,0.651400904206474,-0.6514009042064688,"(-23.490408761577562, 26.316481455985894)",1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
240,-1.5736055619021128,0.7354814577914799,1.6726196598556555,-1.6726196598556504,"(-20.453736827042786, 26.64831084166422)",1,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
241,0.23936064163305157,-0.0010129525321847855,-0.710224103325768,0.7102241033257732,"(-19.13285844654123, 19.219020505256303)",0,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
242,-0.4133071916396076,0.36723425262964754,1.6726196598556555,-1.6726196598556504,"(-23.016263091193647, 28.554536616739743)",1,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
243,-0.6308631360638274,-0.0010129525321847855,-1.6179741083472627,1.617974108347268,"(-21.97664444758137, 27.83583966920706)",0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
244,0.5294352341986779,0.7354814577914799,-0.48328660207039437,0.4832866020703996,"(-21.17091854838917, 20.738137379306878)",1,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
245,2.269882789592436,-0.0010129525321847855,-1.0506303552088285,1.0506303552088339,"(-20.307143834104355, 28.98126506748506)",1,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
246,0.8920284749057108,0.7354814577914799,0.9918071560895345,-0.9918071560895293,"(-19.918863826003278, 19.552473606079843)",1,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False
248,1.182103067471337,1.4719758681151445,0.8783384054618477,-0.8783384054618425,"(-19.699842754404592, 27.87022680589873)",0,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
249,-0.1957512472153879,-0.3692601576940171,0.42446340295110035,-0.42446340295109514,"(-18.510518621757008, 22.5710988449772)",0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
250,-1.5736055619021128,-0.0010129525321847855,1.445682158600282,-1.4456821586002766,"(-18.141172969698975, 25.72807668278404)",1,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
251,1.3271403637541501,-0.3692601576940171,0.3109946523234135,-0.3109946523234083,"(-20.730459179847514, 28.868494894635585)",0,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
252,-0.4858258397810142,-0.0010129525321847855,0.08405715106803985,-0.0840571510680346,"(-22.01991046858691, 23.443476983695483)",1,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
253,0.8920284749057108,-0.0010129525321847855,0.9918071560895345,-0.9918071560895293,"(-22.47441011464119, 24.39177806862453)",1,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False
254,0.6019538823400844,-0.0010129525321847855,-0.029411599559647,0.029411599559652238,"(-19.119266752363416, 20.39725548216521)",0,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
255,0.166841993491645,-0.0010129525321847855,1.5591509092279687,-1.5591509092279636,"(-23.423764606590733, 27.603624284174273)",0,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False
256,1.2546217156127437,-0.7375073628558495,-1.504505357719576,1.504505357719581,"(-18.203033208137224, 24.235860933541222)",1,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
257,1.3996590118955567,1.8402230732769769,1.1052759067172213,-1.1052759067172162,"(-19.345563296806766, 25.74337066519579)",1,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
259,-1.8636801544677393,-1.1057545680176817,0.42446340295110035,-0.42446340295109514,"(-18.087759182165097, 20.063388235036605)",0,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
260,0.021804697208831835,0.36723425262964754,0.5379321535787872,-0.537932153578782,"(-21.899622253572723, 21.098429926372788)",1,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
261,-1.4285682656192997,-0.3692601576940171,-1.7314428589749495,1.7314428589749549,"(-18.702050938496033, 19.587033825355533)",1,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
262,-0.4133071916396076,1.8402230732769769,0.8783384054618477,-0.8783384054618425,"(-21.686467617635603, 19.91036941600174)",1,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
263,0.166841993491645,0.7354814577914799,1.6726196598556555,-1.6726196598556504,"(-21.035460662364333, 26.978250985011996)",1,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
264,0.38439793791586474,-0.7375073628558495,-0.48328660207039437,0.4832866020703996,"(-23.350760472057363, 22.76653343329368)",1,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False
265,0.38439793791586474,-0.0010129525321847855,0.8783384054618477,-0.8783384054618425,"(-23.260887763738904, 27.090299529009975)",0,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False
266,0.9645471230471173,-1.1057545680176817,0.9918071560895345,-0.9918071560895293,"(-23.44390762703193, 19.72362801552166)",0,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
267,-1.5010869137607064,1.8402230732769769,-1.504505357719576,1.504505357719581,"(-22.661944126682535, 20.671856981218102)",1,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False
269,0.4569165860572713,-0.0010129525321847855,-1.2775678564642021,1.2775678564642075,"(-21.292626931958726, 24.416584492089136)",0,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False
4095,1.182103067471337,0.7354814577914799,1.6726196598556555,-1.6726196598556504,"(-23.289689724377418, 26.687459833213993)",0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
270,0.09432334535023841,-0.0010129525321847855,-0.48328660207039437,0.4832866020703996,"(-23.81127738170641, 26.656859315561917)",1,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
271,1.8347709007439963,0.7354814577914799,-1.504505357719576,1.504505357719581,"(-23.127141444371016, 27.784245325262262)",0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
272,0.09432334535023841,1.1037286629533123,-0.9371616045811417,0.937161604581147,"(-23.42763493732505, 23.85970530666772)",0,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
273,-0.12323259907398132,-0.3692601576940171,-0.3698178514427075,0.36981785144271273,"(-21.959933862655596, 28.01246238237308)",0,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
274,-1.21101232119508,-0.0010129525321847855,0.7648696548341609,-0.7648696548341556,"(-20.33784021707024, 26.370579532880335)",1,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
275,-1.0659750249122668,-1.1057545680176817,0.19752590169572667,-0.19752590169572143,"(-20.099252302695906, 24.48795462703244)",1,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
276,-0.12323259907398132,0.36723425262964754,1.445682158600282,-1.4456821586002766,"(-21.727202071220717, 27.22539736816589)",1,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
278,-0.26826989535679446,-1.8422489783413465,0.8783384054618477,-0.8783384054618425,"(-20.274029274528726, 23.35064262273534)",0,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
279,0.09432334535023841,-0.0010129525321847855,0.08405715106803985,-0.0840571510680346,"(-18.561572067423594, 25.376725906501427)",0,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
280,-0.26826989535679446,1.8402230732769769,0.9918071560895345,-0.9918071560895293,"(-18.795958398336314, 22.498239799650523)",0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False
281,-2.0087174507505523,-0.0010129525321847855,1.2187446573449083,-1.218744657344903,"(-19.88844468331454, 26.847092763714702)",1,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
282,0.166841993491645,-0.0010129525321847855,-0.710224103325768,0.7102241033257732,"(-17.800497211611766, 21.899216306032926)",1,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
283,-1.5736055619021128,-0.0010129525321847855,0.19752590169572667,-0.19752590169572143,"(-19.2294830794263, 25.127893473233136)",0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
284,-0.1957512472153879,-0.3692601576940171,1.5591509092279687,-1.5591509092279636,"(-18.472741691540833, 19.67869219095739)",0,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
285,-1.6461242100435194,0.7354814577914799,0.8783384054618477,-0.8783384054618425,"(-17.862213946120562, 27.292666559426266)",0,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
286,-1.718642858184926,0.36723425262964754,-0.25634910081502066,0.25634910081502593,"(-18.724683193740887, 24.474388488667056)",1,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
288,-0.6308631360638274,-0.0010129525321847855,-0.14288035018733383,0.14288035018733908,"(-20.79866641873678, 28.80432815923597)",0,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
289,-0.05071395093257474,-0.3692601576940171,0.08405715106803985,-0.0840571510680346,"(-22.306650590792366, 22.023057436083924)",0,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
290,0.8920284749057108,0.36723425262964754,-0.14288035018733383,0.14288035018733908,"(-21.839419036733176, 21.241325923654973)",0,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
291,0.021804697208831835,-0.3692601576940171,-1.1640991058365153,1.1640991058365207,"(-21.552306601492475, 27.237795285411597)",1,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
292,0.021804697208831835,-0.3692601576940171,-1.7314428589749495,1.7314428589749549,"(-20.255499124116913, 25.964218495221104)",1,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
293,0.38439793791586474,-0.7375073628558495,-1.6179741083472627,1.617974108347268,"(-21.42141607230591, 21.61358959898497)",1,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
294,-0.9934563767708603,-1.1057545680176817,-1.1640991058365153,1.1640991058365207,"(-23.908583590050558, 21.72990302955649)",1,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
295,1.1095844193299305,1.1037286629533123,-1.6179741083472627,1.617974108347268,"(-17.573949466777567, 25.751395794439176)",1,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
4096,0.23936064163305157,0.36723425262964754,0.3109946523234135,-0.3109946523234083,"(-20.50789587385475, 22.770686939569732)",0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
297,1.1095844193299305,-0.0010129525321847855,1.5591509092279687,-1.5591509092279636,"(-23.376157875314934, 28.76111749438487)",0,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
298,1.1095844193299305,-2.210496183503179,-0.3698178514427075,0.36981785144271273,"(-21.120379350448495, 26.006340809735924)",0,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
299,0.31187928977445817,-1.474001773179514,-1.3910366070918891,1.3910366070918943,"(-17.786485034257367, 19.18203641733223)",0,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
300,-1.718642858184926,1.1037286629533123,0.42446340295110035,-0.42446340295109514,"(-17.625481994472892, 20.472941050613212)",0,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
301,-0.05071395093257474,-0.0010129525321847855,0.3109946523234135,-0.3109946523234083,"(-19.005944973889868, 24.13241184136655)",1,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
4097,-1.21101232119508,-0.3692601576940171,0.651400904206474,-0.6514009042064688,"(-20.75084409812051, 27.923365764169322)",1,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
302,0.09432334535023841,0.36723425262964754,-1.2775678564642021,1.2775678564642075,"(-20.162984300332376, 26.09833935832407)",0,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
303,1.4721776600369634,1.8402230732769769,1.6726196598556555,-1.6726196598556504,"(-21.97905070220321, 23.73388280213771)",1,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
304,-1.4285682656192997,-0.0010129525321847855,-0.710224103325768,0.7102241033257732,"(-20.00732254905268, 25.1467075919456)",0,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False
305,-0.34078854349820104,-0.7375073628558495,-1.0506303552088285,1.0506303552088339,"(-19.436608060236995, 28.302270568948142)",1,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
306,0.166841993491645,-0.7375073628558495,-1.504505357719576,1.504505357719581,"(-23.61700231439717, 22.358556847861767)",0,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
307,-0.5583444879224208,-0.7375073628558495,0.9918071560895345,-0.9918071560895293,"(-20.75948084911315, 24.081900332759407)",1,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
308,0.166841993491645,-0.7375073628558495,-1.0506303552088285,1.0506303552088339,"(-19.33927945590291, 21.944313663799438)",1,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
309,-0.34078854349820104,-1.474001773179514,1.3322134079725951,-1.3322134079725898,"(-20.25352687575797, 25.853264894123345)",0,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
310,-1.6461242100435194,-0.3692601576940171,-0.5967553526980812,0.5967553526980864,"(-21.19293568592491, 26.62729811137423)",0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False
311,0.7469911786228977,-0.7375073628558495,0.7648696548341609,-0.7648696548341556,"(-18.801835250909733, 27.41414103349567)",1,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
4098,0.674472530481491,-0.0010129525321847855,-0.14288035018733383,0.14288035018733908,"(-22.062647968135167, 22.076263057278947)",1,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
312,-0.4133071916396076,0.7354814577914799,-1.504505357719576,1.504505357719581,"(-17.91753060681824, 25.03701127674805)",0,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False
313,-0.34078854349820104,-1.8422489783413465,0.7648696548341609,-0.7648696548341556,"(-20.08005064928026, 25.36417741631564)",0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
315,-1.4285682656192997,-0.3692601576940171,0.9918071560895345,-0.9918071560895293,"(-20.50875902891527, 26.198147360609376)",1,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
316,-1.21101232119508,-0.0010129525321847855,-1.1640991058365153,1.1640991058365207,"(-19.48202111975031, 24.200440943692925)",0,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
317,-1.21101232119508,-0.0010129525321847855,-0.029411599559647,0.029411599559652238,"(-19.6915850824345, 20.344277122868903)",1,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
318,0.31187928977445817,1.8402230732769769,0.42446340295110035,-0.42446340295109514,"(-23.056312824459685, 23.491062288272918)",1,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False
4100,-0.9209377286294537,-0.0010129525321847855,0.42446340295110035,-0.42446340295109514,"(-20.43140555501417, 19.429715231471622)",0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
319,-1.8636801544677393,-0.0010129525321847855,-0.710224103325768,0.7102241033257732,"(-20.024269269261442, 27.464425479101532)",0,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
320,-0.12323259907398132,-0.7375073628558495,-1.504505357719576,1.504505357719581,"(-17.65332103123771, 21.23261218670969)",1,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
321,1.0370657711885238,-0.0010129525321847855,0.3109946523234135,-0.3109946523234083,"(-17.966399133801065, 22.077762629685687)",0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
322,0.8920284749057108,1.4719758681151445,-0.25634910081502066,0.25634910081502593,"(-23.268184851346405, 22.453232680240376)",1,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
323,-1.8636801544677393,0.7354814577914799,-1.6179741083472627,1.617974108347268,"(-21.094883168174977, 23.429990483334564)",1,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
325,0.166841993491645,-0.3692601576940171,1.5591509092279687,-1.5591509092279636,"(-22.275016948950494, 21.85536017189192)",0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
326,0.23936064163305157,-0.0010129525321847855,-0.48328660207039437,0.4832866020703996,"(-22.789687192551312, 23.140967177161283)",1,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
327,0.166841993491645,-2.210496183503179,-1.3910366070918891,1.3910366070918943,"(-17.66678390627571, 23.06820217123368)",1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
328,0.166841993491645,-1.1057545680176817,1.1052759067172213,-1.1052759067172162,"(-18.584158638003597, 20.428943980411823)",0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
4101,-0.05071395093257474,-0.3692601576940171,1.3322134079725951,-1.3322134079725898,"(-23.944243440877127, 23.434575954993566)",0,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
329,-0.4858258397810142,0.36723425262964754,1.2187446573449083,-1.218744657344903,"(-21.5049354143197, 20.644685139603343)",0,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False
330,0.09432334535023841,0.36723425262964754,1.3322134079725951,-1.3322134079725898,"(-22.637503021530105, 28.518834307308815)",0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
331,0.021804697208831835,1.1037286629533123,1.1052759067172213,-1.1052759067172162,"(-23.594069008486127, 25.221682009082077)",1,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
332,-1.356049617477893,0.36723425262964754,0.9918071560895345,-0.9918071560895293,"(-18.825382482183898, 20.40117619103085)",0,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
334,0.166841993491645,-0.3692601576940171,-0.029411599559647,0.029411599559652238,"(-21.074824948426688, 19.931215778698004)",1,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
335,0.38439793791586474,-0.0010129525321847855,0.5379321535787872,-0.537932153578782,"(-19.547488494569123, 26.386398523022958)",0,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
336,0.23936064163305157,1.4719758681151445,0.08405715106803985,-0.0840571510680346,"(-17.60188485503877, 27.57925634790859)",1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
337,0.7469911786228977,-0.0010129525321847855,-0.710224103325768,0.7102241033257732,"(-22.855241606508034, 25.250869647113465)",0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False
338,0.166841993491645,-1.1057545680176817,-0.029411599559647,0.029411599559652238,"(-23.786570845427708, 23.077765572973192)",1,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
339,0.4569165860572713,1.1037286629533123,1.1052759067172213,-1.1052759067172162,"(-18.665132218415984, 23.64581376832513)",0,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
340,-0.6308631360638274,2.5767174836006417,-0.3698178514427075,0.36981785144271273,"(-23.348240033127905, 24.74671961531193)",0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
341,1.182103067471337,-0.3692601576940171,0.3109946523234135,-0.3109946523234083,"(-17.670966516305317, 25.272494248502163)",0,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
342,-1.5736055619021128,-0.7375073628558495,-0.14288035018733383,0.14288035018733908,"(-18.28657887230911, 22.85017679891922)",1,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
343,0.09432334535023841,-0.0010129525321847855,-0.710224103325768,0.7102241033257732,"(-18.77559422267648, 22.44815294810284)",0,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False
345,0.7469911786228977,-0.0010129525321847855,0.42446340295110035,-0.42446340295109514,"(-20.684911878557326, 26.25758087086775)",0,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
